property_id,address,city,state,zipcode,latitude,longitude,bedrooms,bathrooms,sqft,lot_size,year_built,garage,property_type,condition,school_rating,crime_rate,walkability_score,public_transport_access,shopping_proximity,actual_price,listed_price,date_listed,date_sold,days_on_market,data_source,price_per_sqft,age,bed_bath_ratio,total_rooms
PROP_004303,04640 Jody Mission Suite 535,Denver,CO,15586,39.793973,-105.080282,3,2,4447,6259,1971,1,Single Family,Needs Work,4.9,16.8,82.0,1,2,1219988,1321914,2024-01-03,2024-01-11,8,Zillow,274.3395547560153,53,1.5,5
PROP_004304,52887 Oconnor Square Apt. 062,Austin,TX,79715,30.325551,-97.794254,3,1,1918,13207,1987,1,Condo,Excellent,9.6,29.8,88.9,5,7,624309,665892,2023-09-27,2023-10-07,10,Direct,325.5,37,3.0,4
PROP_004305,970 Lyons Ridge Apt. 467,Denver,CO,57979,39.784819,-104.902177,5,1,3430,5605,2010,1,Single Family,Excellent,5.1,14.6,66.9,2,6,917524,1036468,2025-01-01,2025-01-12,11,Direct,267.4997084548105,14,5.0,6
PROP_004306,91907 Ayers Bridge,Denver,CO,10563,39.790185,-104.912321,2,2,963,9548,1952,2,Condo,Good,6.2,14.3,59.1,2,9,218545,241614,2025-03-21,2025-03-29,8,Realtor.com,226.94184839044652,72,1.0,4
PROP_004307,5715 Eric Club,Seattle,WA,27235,47.612542,-122.377849,1,2,1189,13528,1994,3,Condo,Fair,2.0,12.1,62.7,6,9,415340,442342,2024-05-20,2024-06-13,24,Direct,349.3187552565181,30,0.5,3
PROP_004308,3029 Bender Dale Suite 400,San Francisco,CA,13594,37.761152,-122.428134,3,1,2130,4172,1983,1,Duplex,Excellent,3.9,10.6,81.9,7,9,1241793,1329648,2024-03-18,2024-03-28,10,MLS,583.0014084507043,41,3.0,4
PROP_004309,229 Orr Parkway Apt. 911,Atlanta,GA,67663,33.849545,-84.335272,2,2,1542,7478,2010,2,Single Family,Needs Work,6.3,11.4,59.3,5,2,329176,374564,2024-05-29,2024-06-14,16,Zillow,213.473411154345,14,1.0,4
PROP_004310,26536 Lyons Lakes,Denver,CO,71681,39.709229,-104.907468,3,1,3431,6757,2015,0,Single Family,Excellent,5.7,1.8,38.7,8,10,761349,852132,2024-10-07,2024-10-21,14,MLS,221.9029437481784,9,3.0,4
PROP_004311,1833 Heather Pike Suite 421,Seattle,WA,59560,47.568372,-122.326859,3,3,2452,9159,2020,3,Townhouse,Needs Work,10.0,6.6,70.4,3,6,826572,907035,2025-04-16,2025-05-03,17,Zillow,337.1011419249592,4,1.0,6
PROP_004312,734 Wagner Trace Apt. 507,Atlanta,GA,12742,33.636852,-84.472733,2,1,1794,8009,1994,3,Duplex,Fair,4.9,3.2,84.9,2,8,303826,325949,2025-05-01,2025-05-19,18,Realtor.com,169.3567447045708,30,2.0,3
PROP_004313,46568 Mary Station Apt. 408,Atlanta,GA,64484,33.651816,-84.301111,4,3,2934,4137,1992,1,Townhouse,Fair,8.6,15.6,98.3,3,3,754366,795653,2024-07-29,2024-08-06,8,Zillow,257.11179277436946,32,1.3333333333333333,7
PROP_004314,416 Tiffany Fords,Atlanta,GA,95363,33.668398,-84.456559,5,4,2474,14057,2009,2,Single Family,Excellent,8.1,13.0,68.4,10,10,566908,636649,2024-04-15,2024-05-03,18,Direct,229.14632174616005,15,1.25,9
PROP_004315,5828 Moore Club Suite 112,Austin,TX,90959,30.226697,-97.701135,2,1,2497,14320,1988,0,Single Family,Good,5.2,48.3,67.1,1,7,532879,568139,2024-02-04,2024-02-10,6,Direct,213.4076892270725,36,2.0,3
PROP_004316,3543 Bender Ports,Atlanta,GA,07950,33.88536,-84.36032,2,1,2299,14666,2014,0,Townhouse,Needs Work,5.4,34.4,79.8,4,2,335348,356026,2025-07-26,2025-08-01,6,MLS,145.86689865158763,10,2.0,3
PROP_004317,46837 Katrina Throughway,San Francisco,CA,31528,37.795575,-122.423402,6,1,1326,2787,1996,2,Single Family,Good,4.5,15.5,50.0,1,5,996679,1085619,2024-10-17,2024-11-17,31,Realtor.com,751.6432880844645,28,6.0,7
PROP_004318,542 Keller Village,Atlanta,GA,40409,33.70392,-84.495826,4,2,2254,11784,2022,2,Duplex,Good,8.4,12.0,22.9,8,3,530330,585925,2025-07-11,2025-07-28,17,Zillow,235.28393966282164,2,2.0,6
PROP_004319,085 Hill Burgs Apt. 240,Atlanta,GA,28420,33.780126,-84.466695,3,1,2111,4971,2005,2,Condo,Fair,4.3,24.6,42.1,9,9,381726,430940,2024-02-13,2024-02-24,11,MLS,180.82709616295594,19,3.0,4
PROP_004320,524 Robinson Row,Atlanta,GA,57735,33.730714,-84.40747,4,3,2255,7152,1964,2,Duplex,Good,4.7,7.9,50.1,10,6,424752,479730,2024-04-02,2024-04-14,12,Zillow,188.36008869179602,60,1.3333333333333333,7
PROP_004321,01458 Garza Roads Suite 051,Seattle,WA,52766,47.652513,-122.366762,4,4,2166,6840,2022,2,Single Family,Good,6.6,10.9,73.1,5,8,894931,998401,2025-02-11,2025-02-17,6,Realtor.com,413.17220683287167,2,1.0,8
PROP_004322,2884 Wilson Flat,Seattle,WA,52644,47.645414,-122.346927,2,4,1339,10915,1993,0,Single Family,Good,3.1,1.1,73.1,3,3,651064,736119,2024-11-26,2024-12-10,14,Zillow,486.2315160567588,31,0.5,6
PROP_004323,142 Garcia Mountain,Denver,CO,57708,39.657915,-105.00918,4,3,2634,6949,1988,2,Townhouse,Fair,8.9,35.8,39.6,7,10,845476,955754,2024-01-17,2024-01-30,13,Realtor.com,320.9855732725892,36,1.3333333333333333,7
PROP_004324,877 Kevin Glens,Denver,CO,86977,39.635425,-104.974136,2,3,1537,12168,2019,0,Townhouse,Fair,3.4,0.8,39.6,3,7,428425,469702,2025-05-24,2025-05-30,6,MLS,278.7410540013012,5,0.6666666666666666,5
PROP_004325,7057 Griffith Circles Suite 202,Atlanta,GA,31082,33.773801,-84.446036,3,2,4432,4124,1974,3,Single Family,Needs Work,6.9,1.8,76.1,5,7,568594,648398,2025-08-28,2025-09-07,10,MLS,128.29287003610108,50,1.5,5
PROP_004326,16665 Tracy Lodge,Austin,TX,01182,30.264514,-97.763308,3,3,1320,12444,1999,1,Condo,Fair,8.1,8.2,88.2,10,2,537562,614102,2024-04-02,2024-04-11,9,Zillow,407.2439393939394,25,1.0,6
PROP_004327,37406 Jason Street,Atlanta,GA,98454,33.740579,-84.37229,1,2,2226,2987,2021,3,Condo,Excellent,6.4,13.4,59.6,4,10,358950,400847,2025-03-27,2025-04-12,16,Zillow,161.2533692722372,3,0.5,3
PROP_004328,0388 Hammond Drive,Denver,CO,65269,39.610174,-105.004225,4,2,1129,5475,2008,0,Duplex,Excellent,4.7,2.7,71.9,10,4,457270,524422,2024-11-16,2024-11-26,10,Zillow,405.02214348981397,16,2.0,6
PROP_004329,8105 Ward Shoals Apt. 961,Seattle,WA,44240,47.564092,-122.311518,6,2,4162,6970,2012,2,Single Family,Fair,6.3,2.8,45.0,1,6,1449665,1612377,2024-01-04,2024-01-11,7,MLS,348.3097068716963,12,3.0,8
PROP_004330,9627 Lewis Forest,Atlanta,GA,80426,33.625994,-84.417098,4,1,4004,10228,2010,2,Single Family,Needs Work,5.9,16.8,63.5,7,3,491028,538197,2024-11-07,2024-11-29,22,MLS,122.63436563436564,14,4.0,5
PROP_004331,731 Angela Estates,Atlanta,GA,24918,33.862664,-84.46457,2,3,1746,10280,2018,0,Duplex,Fair,4.6,19.1,81.6,5,6,323967,347618,2025-05-12,2025-05-25,13,Direct,185.54810996563575,6,0.6666666666666666,5
PROP_004332,1309 Jessica Brooks,Denver,CO,03331,39.64072,-105.093005,4,4,2604,8306,2012,1,Single Family,Good,5.1,0.8,71.0,9,5,891755,962744,2024-10-26,2024-11-06,11,Realtor.com,342.4558371735791,12,1.0,8
PROP_004333,559 Miller Heights,Denver,CO,23756,39.625023,-105.071544,3,1,1182,12110,2018,2,Townhouse,Excellent,7.6,5.8,97.2,4,2,446925,472552,2024-03-16,2024-03-25,9,Zillow,378.10913705583755,6,3.0,4
PROP_004334,66085 Hodges Point,San Francisco,CA,41383,37.755367,-122.44796,4,1,1114,2389,1992,1,Townhouse,Good,3.9,10.9,73.7,3,1,608524,682307,2023-12-30,2024-01-06,7,Zillow,546.2513464991023,32,4.0,5
PROP_004335,08456 Kristin Route,Denver,CO,61398,39.783119,-104.981576,5,4,2869,13136,2002,3,Single Family,Good,6.3,6.7,98.6,9,3,1062254,1120214,2024-10-30,2024-12-19,50,Zillow,370.252352736145,22,1.25,9
PROP_004336,29815 Annette Ports,Atlanta,GA,75767,33.805104,-84.496322,3,2,923,12866,2009,3,Duplex,Needs Work,6.3,23.7,66.9,4,6,285901,300400,2024-03-15,2024-04-03,19,Realtor.com,309.7518959913326,15,1.5,5
PROP_004337,585 Crystal Radial Suite 096,Seattle,WA,26000,47.665827,-122.329992,2,2,2163,3888,2003,1,Duplex,Excellent,8.0,13.6,55.9,4,6,1022988,1076001,2024-03-22,2024-04-15,24,Realtor.com,472.9486823855756,21,1.0,4
PROP_004338,724 Mcgee Island Apt. 029,Austin,TX,84707,30.244349,-97.731543,2,2,2584,13941,2014,2,Single Family,Needs Work,8.3,3.6,72.8,7,10,693078,741492,2024-04-24,2024-05-07,13,Zillow,268.21904024767804,10,1.0,4
PROP_004339,39879 Griffith Harbor Suite 285,Atlanta,GA,07792,33.698478,-84.413065,5,4,3799,5449,2021,0,Single Family,Fair,7.6,6.4,85.7,9,3,945575,1020320,2023-11-05,2023-11-16,11,Zillow,248.90102658594367,3,1.25,9
PROP_004340,4432 Cynthia Stravenue,San Francisco,CA,94879,37.733048,-122.404465,6,3,4485,4958,2016,0,Single Family,Fair,3.8,21.4,87.6,6,6,1851536,2073324,2023-11-08,2023-11-20,12,Zillow,412.82853957636564,8,2.0,9
PROP_004341,703 Collins Extensions Apt. 021,Austin,TX,83579,30.263442,-97.784587,5,3,2640,11761,1991,2,Single Family,Fair,8.3,6.7,61.0,1,6,676479,766031,2023-10-13,2023-10-21,8,Zillow,256.24204545454546,33,1.6666666666666667,8
PROP_004342,37847 Williamson Groves Suite 057,Atlanta,GA,91688,33.895591,-84.399421,5,2,1809,11447,2005,1,Single Family,Good,3.8,2.4,54.0,9,9,448271,505726,2024-04-13,2024-04-27,14,Direct,247.80044223327806,19,2.5,7
PROP_004343,79886 West Green Suite 687,Atlanta,GA,95984,33.789729,-84.431897,2,1,2838,13858,1971,1,Single Family,Fair,6.4,25.9,72.9,5,5,532362,599907,2024-01-08,2024-01-30,22,Zillow,187.58350951374206,53,2.0,3
PROP_004344,077 Hawkins Branch,San Francisco,CA,24092,37.77468,-122.457475,2,3,1432,14539,1968,0,Townhouse,Needs Work,8.4,17.0,82.0,4,8,757123,866797,2025-01-07,2025-02-11,35,MLS,528.7171787709498,56,0.6666666666666666,5
PROP_004345,364 Jeffery Shoal Apt. 307,Atlanta,GA,48262,33.641791,-84.494146,2,2,2044,12793,2020,2,Condo,Excellent,5.9,6.8,47.8,3,10,519035,590400,2023-10-31,2023-11-12,12,Realtor.com,253.93101761252447,4,1.0,4
PROP_004346,46381 Robert Meadow,San Francisco,CA,51229,37.76021,-122.455716,4,3,1264,10398,2011,0,Duplex,Excellent,8.7,47.1,51.5,5,9,1012548,1137515,2024-10-13,2024-10-25,12,Realtor.com,801.0664556962025,13,1.3333333333333333,7
PROP_004347,880 Hancock Route Apt. 368,Seattle,WA,42502,47.571756,-122.346952,4,1,4235,6848,2023,3,Single Family,Fair,9.3,1.7,31.0,1,5,1263982,1438668,2024-07-16,2024-07-26,10,MLS,298.46092089728455,1,4.0,5
PROP_004348,1338 Tara Crossing,Denver,CO,32878,39.735977,-104.928092,2,2,812,10490,2022,3,Duplex,Needs Work,4.3,1.3,54.6,10,6,327264,373323,2024-03-28,2024-04-20,23,MLS,403.0344827586207,2,1.0,4
PROP_004349,8161 Simpson Street Suite 894,Denver,CO,76808,39.632119,-104.981693,4,3,2500,5269,2023,3,Duplex,Excellent,4.8,2.3,57.9,2,7,668279,764177,2024-05-22,2024-05-30,8,Realtor.com,267.3116,1,1.3333333333333333,7
PROP_004350,829 Rocha Ports,San Francisco,CA,24151,37.740379,-122.476437,4,2,2734,12208,1981,2,Townhouse,Needs Work,7.3,6.6,59.9,10,2,1591510,1672911,2025-03-17,2025-03-31,14,Realtor.com,582.1177761521581,43,2.0,6
PROP_004351,6889 Thornton Club,San Francisco,CA,78538,37.776717,-122.410989,4,3,1380,9655,2010,3,Townhouse,Needs Work,6.8,10.7,98.2,8,5,1207418,1304251,2024-09-17,2024-09-27,10,MLS,874.9405797101449,14,1.3333333333333333,7
PROP_004352,782 Williams Isle Suite 606,Atlanta,GA,71974,33.875291,-84.353003,2,2,1573,9221,1992,2,Townhouse,Needs Work,8.4,4.7,23.3,4,8,389272,438450,2024-11-22,2024-12-05,13,MLS,247.47107438016528,32,1.0,4
PROP_004353,585 Daniel Row,Atlanta,GA,82362,33.795917,-84.358819,2,2,1139,8632,1997,2,Townhouse,Fair,10.0,7.3,99.6,3,5,418477,443351,2025-08-09,2025-08-18,9,MLS,367.40737489025463,27,1.0,4
PROP_004354,76848 Le Forge Apt. 961,Atlanta,GA,81839,33.747207,-84.467212,5,4,2432,6063,2019,2,Single Family,Good,5.8,34.0,89.1,3,6,638118,695980,2024-09-10,2024-09-25,15,MLS,262.38404605263156,5,1.25,9
PROP_004355,786 Vance Cliff Apt. 334,San Francisco,CA,48081,37.765802,-122.419613,2,1,1878,5327,2004,0,Single Family,Fair,5.5,14.3,49.4,10,2,983932,1087901,2023-10-21,2023-10-29,8,Realtor.com,523.9254526091587,20,2.0,3
PROP_004356,885 Marissa Port,San Francisco,CA,37343,37.712924,-122.419338,2,1,4237,7005,1990,3,Single Family,Fair,5.9,0.9,63.6,9,2,1289003,1436845,2025-03-29,2025-05-01,33,Realtor.com,304.2253953268822,34,2.0,3
PROP_004357,6808 Gregory Unions,Atlanta,GA,54394,33.843355,-84.322776,2,3,2581,10202,1996,0,Duplex,Good,4.5,0.7,100.0,2,3,425112,454395,2023-12-23,2024-01-18,26,Realtor.com,164.7082526152654,28,0.6666666666666666,5
PROP_004358,041 Henderson Streets,Denver,CO,55687,39.60175,-104.906304,2,2,2135,2707,2015,1,Condo,Needs Work,6.5,7.1,48.5,9,6,616478,693503,2025-08-27,2025-09-13,17,Direct,288.74847775175647,9,1.0,4
PROP_004359,284 Olson Terrace,Denver,CO,49978,39.632717,-105.045098,2,3,1190,13123,2017,3,Condo,Excellent,5.4,4.6,81.8,3,7,436986,488413,2025-04-27,2025-05-27,30,MLS,367.21512605042017,7,0.6666666666666666,5
PROP_004360,910 Kemp Summit Suite 627,Denver,CO,67028,39.721311,-105.073681,3,2,1893,9926,1994,1,Townhouse,Needs Work,6.5,22.7,61.5,3,3,579593,658535,2024-07-25,2024-08-16,22,Zillow,306.1769677760169,30,1.5,5
PROP_004361,521 Mary Rapid Suite 146,San Francisco,CA,12610,37.741024,-122.430771,2,3,2601,6957,1987,2,Duplex,Fair,4.3,10.6,53.5,4,10,1141541,1222371,2025-02-24,2025-03-03,7,Direct,438.88542868127644,37,0.6666666666666666,5
PROP_004362,5655 Kevin Inlet Apt. 185,Denver,CO,29453,39.778715,-105.095928,6,2,3532,10414,1985,2,Single Family,Needs Work,8.9,12.4,98.1,10,9,1373591,1469897,2025-07-22,2025-07-28,6,MLS,388.8989241223103,39,3.0,8
PROP_004363,610 Hughes Cove,Austin,TX,23814,30.384626,-97.754926,3,1,2911,13341,2015,1,Townhouse,Needs Work,6.5,19.0,82.9,9,5,760635,813892,2024-01-26,2024-02-11,16,Realtor.com,261.2968052215733,9,3.0,4
PROP_004364,8144 Hernandez Extensions,San Francisco,CA,47837,37.726397,-122.454431,3,3,1113,5841,2013,3,Townhouse,Good,7.9,4.5,88.0,7,1,918066,971492,2023-12-30,2024-01-08,9,Direct,824.8571428571429,11,1.0,6
PROP_004365,493 Brett Meadows Apt. 522,San Francisco,CA,29703,37.714655,-122.4042,1,3,1659,13172,2020,1,Condo,Needs Work,4.1,14.6,100.0,9,1,994645,1045996,2024-08-25,2024-09-06,12,Direct,599.544906570223,4,0.3333333333333333,4
PROP_004366,700 Lopez Place Apt. 794,Atlanta,GA,14051,33.694219,-84.437297,3,2,1464,4415,2020,1,Condo,Good,5.8,10.7,74.0,3,2,314295,330159,2024-09-22,2024-09-29,7,Zillow,214.68237704918033,4,1.5,5
PROP_004367,35614 Atkins Shores,Seattle,WA,24449,47.658971,-122.33595,5,1,2038,5556,2018,1,Single Family,Good,7.8,30.1,67.8,4,3,968814,1069234,2025-08-08,2025-08-15,7,Direct,475.3748773307164,6,5.0,6
PROP_004368,25034 Oliver Plains Apt. 583,Austin,TX,12607,30.253585,-97.710139,2,2,883,2948,1972,1,Condo,Excellent,10.0,12.5,76.4,5,9,388587,442248,2025-07-14,2025-07-20,6,Realtor.com,440.0758776896942,52,1.0,4
PROP_004369,74923 David Wells,Seattle,WA,26986,47.637153,-122.361689,3,1,1039,13915,1959,2,Condo,Needs Work,6.8,6.3,65.3,7,2,351053,374800,2023-11-30,2023-12-16,16,Direct,337.87584215591914,65,3.0,4
PROP_004370,2594 Goodman Ridge Suite 251,San Francisco,CA,56408,37.750903,-122.480319,6,1,4337,3817,2010,1,Single Family,Good,5.7,1.6,100.0,8,6,1978434,2262673,2023-09-11,2023-09-23,12,Zillow,456.17569748674197,14,6.0,7
PROP_004371,0039 Justin Lodge Suite 350,San Francisco,CA,66082,37.782541,-122.474264,3,3,1731,9832,2011,0,Townhouse,Excellent,7.6,14.4,84.2,5,9,902129,959074,2024-11-20,2024-12-12,22,Direct,521.160600808781,13,1.0,6
PROP_004372,88627 Collins Glen Suite 232,Denver,CO,36478,39.668647,-104.96342,2,1,2346,2521,1982,1,Townhouse,Needs Work,5.7,39.7,93.2,5,9,614593,673129,2025-08-04,2025-08-14,10,Realtor.com,261.9748508098892,42,2.0,3
PROP_004373,1128 Hughes Glen,San Francisco,CA,98975,37.722232,-122.426578,2,2,2333,2855,2023,3,Condo,Excellent,5.0,0.8,47.7,9,4,1061302,1194152,2024-03-12,2024-03-28,16,MLS,454.9087012430347,1,1.0,4
PROP_004374,123 Arellano Mission,Atlanta,GA,78261,33.799259,-84.403403,2,2,2329,10318,2012,2,Duplex,Needs Work,7.9,31.1,79.4,8,2,630288,684709,2025-05-19,2025-06-05,17,Realtor.com,270.62601975096607,12,1.0,4
PROP_004375,61321 Kenneth Plaza,Atlanta,GA,77288,33.898746,-84.399692,1,1,1280,11663,2015,0,Condo,Good,6.1,10.3,51.7,4,9,263026,289297,2023-10-01,2023-10-10,9,Realtor.com,205.4890625,9,1.0,2
PROP_004376,6834 Allen Brook,San Francisco,CA,30203,37.728944,-122.416844,3,3,2497,3716,2015,1,Townhouse,Needs Work,6.7,11.4,75.8,9,2,1070904,1165124,2025-05-26,2025-07-03,38,Zillow,428.8762515018022,9,1.0,6
PROP_004377,57018 Nixon Manor Suite 120,San Francisco,CA,18275,37.715474,-122.445904,4,3,1620,12054,1971,2,Duplex,Good,5.2,5.8,65.2,3,5,1004827,1143422,2024-11-20,2024-12-08,18,Zillow,620.2635802469135,53,1.3333333333333333,7
PROP_004378,579 Lisa Pike,Atlanta,GA,65142,33.734962,-84.45091,3,1,2781,4477,2001,0,Townhouse,Excellent,7.3,36.0,86.0,8,1,480405,551194,2025-02-17,2025-03-01,12,MLS,172.74541531823084,23,3.0,4
PROP_004379,295 Paul Court,San Francisco,CA,64612,37.733294,-122.460854,3,3,1476,6821,2020,3,Duplex,Good,6.6,3.6,65.6,6,2,1111887,1218587,2025-09-03,2025-09-21,18,MLS,753.310975609756,4,1.0,6
PROP_004380,1196 Mary Lakes Apt. 462,Atlanta,GA,56926,33.689129,-84.361669,4,2,2574,14946,2003,0,Duplex,Needs Work,8.2,0.2,47.8,2,7,461648,521178,2025-06-24,2025-07-18,24,Direct,179.35042735042734,21,2.0,6
PROP_004381,58068 Peters Springs,Atlanta,GA,67082,33.893123,-84.30317,3,1,1878,4220,2018,1,Single Family,Excellent,5.8,3.6,40.0,1,9,405916,449576,2024-04-15,2024-04-25,10,Zillow,216.1427050053248,6,3.0,4
PROP_004382,6788 Vanessa Extension,Austin,TX,36389,30.361075,-97.787959,2,3,1982,7127,2012,0,Townhouse,Good,7.7,3.1,35.0,10,4,442845,479165,2025-01-08,2025-01-16,8,MLS,223.43340060544904,12,0.6666666666666666,5
PROP_004383,1581 Dean Lights,Austin,TX,65230,30.241159,-97.717311,3,3,2303,14053,2019,1,Single Family,Excellent,4.2,4.2,84.0,3,10,454978,489069,2024-09-20,2024-10-07,17,Realtor.com,197.55883630047765,5,1.0,6
PROP_004384,6872 Kimberly Extensions,San Francisco,CA,54588,37.785816,-122.409143,4,3,2283,14634,1997,3,Townhouse,Fair,6.9,5.7,64.2,10,10,1279950,1413764,2024-04-30,2024-05-10,10,Direct,560.6438896189225,27,1.3333333333333333,7
PROP_004385,29691 Tara Rapids Suite 694,Austin,TX,19999,30.316661,-97.712524,3,1,1915,2638,1995,1,Condo,Good,5.0,5.4,51.1,10,9,479061,526055,2025-08-29,2025-09-14,16,Direct,250.16240208877284,29,3.0,4
PROP_004386,505 Davis Row,Austin,TX,10089,30.206246,-97.704875,2,4,1931,11204,2000,3,Single Family,Good,7.5,10.6,58.9,1,4,545918,618551,2024-02-11,2024-02-20,9,MLS,282.71258415328845,24,0.5,6
PROP_004387,3488 James Street Suite 825,Atlanta,GA,40564,33.717879,-84.492187,6,3,3433,13444,2002,3,Single Family,Fair,5.0,7.5,37.8,5,5,658177,733804,2023-11-26,2023-12-04,8,MLS,191.72065249053307,22,2.0,9
PROP_004388,1413 Brittany Village Apt. 246,San Francisco,CA,96539,37.734305,-122.43311,2,1,1216,4871,1963,2,Townhouse,Fair,5.7,5.9,69.0,8,4,491498,537717,2024-04-11,2024-04-21,10,MLS,404.1924342105263,61,2.0,3
PROP_004389,936 Rosario Fork,San Francisco,CA,45450,37.733746,-122.469858,6,4,1755,2270,1991,1,Single Family,Good,5.8,4.0,56.0,8,3,1154623,1310990,2024-02-13,2024-02-21,8,Direct,657.9048433048433,33,1.5,10
PROP_004390,64774 Terry Ways,Denver,CO,89757,39.768519,-105.066394,1,3,1304,13955,1969,1,Condo,Good,6.3,18.3,61.7,2,2,284766,321176,2024-09-05,2024-09-20,15,Realtor.com,218.37883435582822,55,0.3333333333333333,4
PROP_004391,66452 Alicia Lock Apt. 316,Austin,TX,81655,30.276742,-97.713635,2,3,1790,8847,2006,3,Townhouse,Needs Work,5.2,0.1,89.5,6,10,495091,546687,2024-03-22,2024-03-29,7,Direct,276.5871508379888,18,0.6666666666666666,5
PROP_004392,59642 Jessica Mission Apt. 326,Austin,TX,95197,30.330698,-97.749107,3,2,1024,2435,1989,2,Duplex,Good,6.4,2.8,93.7,5,7,349598,376696,2024-06-30,2024-07-09,9,Realtor.com,341.404296875,35,1.5,5
PROP_004393,725 Shane Cliff Apt. 207,Atlanta,GA,90092,33.837718,-84.453547,2,3,1780,10748,2020,3,Townhouse,Needs Work,2.9,23.2,100.0,2,7,394911,441932,2025-08-03,2025-08-11,8,Realtor.com,221.86011235955056,4,0.6666666666666666,5
PROP_004394,8106 Shelton Fort,Atlanta,GA,80601,33.628008,-84.400499,3,1,1756,8383,1988,0,Condo,Fair,5.9,13.7,68.4,4,10,389866,438673,2025-08-06,2025-08-21,15,MLS,222.01936218678816,36,3.0,4
PROP_004395,06689 Elizabeth Knoll Suite 105,Seattle,WA,81046,47.506392,-122.230071,2,1,1295,5874,2016,0,Single Family,Good,8.0,8.1,54.2,7,4,521837,572502,2023-11-04,2023-11-12,8,Direct,402.9629343629344,8,2.0,3
PROP_004396,622 Henry Trace Apt. 793,Denver,CO,85568,39.749022,-105.058445,6,4,3980,7205,1983,0,Single Family,Excellent,4.4,5.0,75.6,10,4,924718,987915,2024-08-12,2024-08-26,14,Zillow,232.34120603015074,41,1.5,10
PROP_004397,2364 Michael Point,Seattle,WA,26337,47.551639,-122.34178,1,2,2390,12810,2010,2,Condo,Fair,8.9,2.1,51.2,5,8,646494,702684,2025-08-10,2025-08-23,13,Zillow,270.49958158995815,14,0.5,3
PROP_004398,0544 Sean Shores,Atlanta,GA,64206,33.652408,-84.443462,4,3,2512,13088,1991,3,Duplex,Excellent,7.5,23.4,71.1,8,5,590610,646008,2023-11-12,2023-11-19,7,MLS,235.1154458598726,33,1.3333333333333333,7
PROP_004399,68810 Sarah Hill,Atlanta,GA,55514,33.770535,-84.384429,4,2,1720,2094,1987,3,Duplex,Excellent,6.3,42.5,81.1,4,8,422791,454959,2024-10-19,2024-11-18,30,Direct,245.80872093023257,37,2.0,6
PROP_004400,400 Pierce Spring,Seattle,WA,46703,47.51708,-122.28784,1,2,1369,13805,2011,1,Condo,Excellent,6.2,0.1,80.9,9,8,503008,544111,2024-04-14,2024-05-10,26,Direct,367.427319211103,13,0.5,3
PROP_004401,22480 Rogers Wells Suite 872,Seattle,WA,23527,47.600061,-122.38466,6,1,1924,4643,1979,3,Single Family,Good,8.8,12.9,58.1,6,9,918500,1051357,2024-07-06,2024-08-03,28,MLS,477.3908523908524,45,6.0,7
PROP_004402,3706 James Manor Apt. 734,Denver,CO,83715,39.634597,-104.919308,3,1,868,13622,1970,2,Duplex,Excellent,7.1,2.4,50.3,10,4,290840,310366,2024-09-07,2024-09-16,9,Zillow,335.06912442396316,54,3.0,4
PROP_004403,26587 Nicole Alley Suite 882,Denver,CO,79973,39.657627,-105.054036,2,3,2571,10865,1993,1,Duplex,Fair,7.7,17.5,81.0,1,2,788988,881492,2024-04-21,2024-04-27,6,Zillow,306.87981330221703,31,0.6666666666666666,5
PROP_004404,759 Wallace Lodge,Denver,CO,87406,39.649114,-105.090686,1,1,1143,10861,1965,1,Condo,Excellent,4.0,0.1,100.0,3,5,286056,328399,2025-03-20,2025-03-26,6,Direct,250.26771653543307,59,1.0,2
PROP_004405,3703 Randolph Drives,Seattle,WA,90539,47.682339,-122.267804,4,2,1682,2426,1989,1,Duplex,Excellent,5.7,27.7,36.8,8,3,531308,585133,2024-02-09,2024-02-16,7,Realtor.com,315.87871581450656,35,2.0,6
PROP_004406,12838 George Crossing,San Francisco,CA,20810,37.721312,-122.458413,2,2,764,10766,2012,2,Condo,Excellent,3.4,4.2,39.5,5,2,497084,566204,2024-12-14,2024-12-24,10,Direct,650.6335078534031,12,1.0,4
PROP_004407,877 Myers Port,Atlanta,GA,78214,33.620485,-84.469327,6,3,2536,6453,2019,3,Single Family,Fair,5.1,14.0,74.5,4,9,519714,572140,2024-11-09,2024-11-20,11,Realtor.com,204.93454258675078,5,2.0,9
PROP_004408,543 Morgan Pine,San Francisco,CA,13898,37.740314,-122.470997,2,2,2917,12384,1986,1,Townhouse,Fair,7.0,9.4,53.9,1,2,1390166,1554678,2025-07-20,2025-07-27,7,MLS,476.573877271169,38,1.0,4
PROP_004409,6065 Pearson Vista Suite 510,Atlanta,GA,22029,33.81235,-84.305078,2,3,1927,4696,1987,1,Townhouse,Fair,6.4,4.5,59.6,8,6,343722,382122,2024-04-09,2024-05-16,37,MLS,178.37156201349248,37,0.6666666666666666,5
PROP_004410,5829 Evans Port Suite 507,Austin,TX,48747,30.378882,-97.718824,2,3,1108,14538,1982,1,Condo,Needs Work,10.0,13.3,82.7,3,6,471720,526538,2024-05-30,2024-06-09,10,Realtor.com,425.74007220216606,42,0.6666666666666666,5
PROP_004411,267 Chavez Estates Suite 371,Denver,CO,77778,39.649455,-105.097328,3,3,1024,10943,2012,1,Townhouse,Fair,5.3,33.9,29.3,5,7,439643,486973,2025-06-29,2025-07-05,6,Direct,429.3388671875,12,1.0,6
